step,loss,lr,norm,dt_ms,tok_sec
382,7.138559,0.000997,0.524076,955.259399,8575.681641
383,7.407672,0.000997,0.771630,952.340027,8601.969727
384,6.859381,0.000997,0.402335,947.771667,8643.431641
385,6.876438,0.000997,0.389492,960.333191,8530.373047
386,6.947069,0.000997,0.683199,970.776489,8438.605469
387,6.839485,0.000997,0.435189,961.258301,8522.163086
388,6.740628,0.000997,0.552406,958.827026,8543.772461
389,6.961955,0.000997,0.762625,945.508057,8664.125000
390,7.312507,0.000997,0.848225,948.146362,8640.016602
391,6.764606,0.000997,0.680197,955.632080,8572.336914
392,6.975556,0.000997,0.471073,957.807922,8552.863281
393,7.746093,0.000997,0.880931,957.908264,8551.966797
394,7.612130,0.000997,0.829686,958.511597,8546.583984
395,7.592850,0.000997,0.788928,946.670044,8653.490234
396,7.365455,0.000997,0.529513,941.708374,8699.083984
397,6.996322,0.000997,0.479919,951.542358,8609.180664
398,7.224120,0.000997,0.713395,949.752441,8625.405273
399,6.920424,0.000997,0.830201,958.407043,8547.516602
400,6.771108,0.000997,0.694623,958.615234,8545.660156
401,6.943957,0.000997,0.563306,942.608154,8690.779297
402,6.778195,0.000997,0.543711,956.818176,8561.709961
403,7.055172,0.000997,0.550710,960.899475,8525.345703
404,6.769670,0.000997,0.660836,949.436523,8628.275391
405,7.162024,0.000997,0.570592,956.211121,8567.145508
406,7.050556,0.000997,0.554259,956.638306,8563.320312
407,7.064867,0.000996,0.435199,942.727966,8689.674805
408,7.109941,0.000996,0.472092,946.012207,8659.507812
409,6.879151,0.000996,0.430656,941.465820,8701.325195
410,6.575903,0.000996,0.803395,947.572144,8645.251953
411,6.444442,0.000996,0.894319,965.147461,8487.822266
412,6.769827,0.000996,0.433009,962.142456,8514.332031
413,6.855172,0.000996,0.708584,941.911865,8697.204102
414,6.947860,0.000996,0.642148,964.239807,8495.811523
415,6.732849,0.000996,0.592173,962.825623,8508.291016
416,6.728927,0.000996,0.580815,972.024292,8427.772461
417,6.702857,0.000996,0.462608,971.565002,8431.756836
418,6.918788,0.000996,0.445290,940.668518,8708.700195
419,7.060360,0.000996,0.511358,941.412231,8701.820312
420,7.025963,0.000996,0.530929,949.487976,8627.807617
421,7.074321,0.000996,0.485774,952.146423,8603.718750
422,6.995285,0.000996,0.499331,974.049561,8410.250000
423,6.942611,0.000996,0.442321,974.889343,8403.004883
424,6.794160,0.000996,0.564479,971.057251,8436.166016
425,7.257674,0.000996,0.388076,964.391113,8494.478516
426,6.858729,0.000996,0.402872,953.802979,8588.775391
427,7.017340,0.000996,0.471611,958.712769,8544.791016
428,7.188221,0.000996,0.531007,941.228455,8703.519531
429,7.223870,0.000996,0.438475,935.640137,8755.502930
430,6.863594,0.000996,0.424641,935.938171,8752.714844
431,6.962039,0.000996,0.373129,944.519409,8673.194336
432,6.798361,0.000996,0.522847,950.620483,8617.529297
433,6.780240,0.000996,0.517262,939.470886,8719.801758
434,7.020251,0.000996,0.515890,943.769714,8680.083984
435,6.943706,0.000996,0.587361,953.914612,8587.771484
436,7.059583,0.000996,0.541360,932.540894,8784.601562
437,6.810590,0.000996,0.352808,940.205627,8712.987305
438,6.890701,0.000996,0.450577,938.056885,8732.946289
439,6.962704,0.000996,0.440079,937.968445,8733.769531
440,6.911587,0.000996,0.447052,951.486084,8609.689453
441,7.064575,0.000996,0.816997,969.848145,8446.682617
442,6.781324,0.000996,0.455758,953.883240,8588.053711
443,6.876576,0.000996,0.358384,950.862915,8615.332031
444,7.113119,0.000996,0.393544,948.775085,8634.291016
445,7.246202,0.000996,0.637736,948.127991,8640.183594
446,6.851156,0.000996,0.352847,949.109680,8631.247070
447,6.888154,0.000996,0.384266,928.326050,8824.485352
448,6.999047,0.000996,0.363346,967.950989,8463.238281
449,6.905751,0.000996,0.353266,969.527344,8449.477539
450,6.808709,0.000996,0.415771,969.065674,8453.503906
451,6.773812,0.000996,0.413939,973.891724,8411.612305
452,6.873440,0.000996,0.419989,968.665955,8456.992188
453,7.164301,0.000996,0.453593,961.518188,8519.859375
454,6.585629,0.000996,0.592818,966.107178,8479.390625
455,6.956456,0.000996,0.368037,964.052673,8497.460938
456,6.963137,0.000996,0.414730,962.588135,8510.389648
457,6.475826,0.000996,0.534013,946.935791,8651.061523
458,6.809124,0.000996,0.732151,961.670532,8518.509766
459,7.371101,0.000996,0.536945,954.583435,8581.753906
460,6.843337,0.000996,0.394785,951.951233,8605.483398
461,6.986761,0.000995,0.406986,946.590698,8654.215820
462,6.835024,0.000995,0.393254,938.617188,8727.733398
463,6.915193,0.000995,0.601033,941.073181,8704.955078
464,7.029137,0.000995,0.481792,955.008057,8577.938477
465,6.870701,0.000995,0.352432,953.110535,8595.015625
466,6.866710,0.000995,0.446263,946.116333,8658.554688
467,6.953428,0.000995,0.448470,959.021362,8542.041016
468,6.933004,0.000995,0.336557,958.998535,8542.244141
469,6.781401,0.000995,0.450777,951.075439,8613.407227
470,6.467888,0.000995,0.589878,952.027100,8604.796875
471,7.239624,0.000995,0.517687,952.584717,8599.759766
472,7.008337,0.000995,0.414507,946.869507,8651.667969
473,7.144895,0.000995,0.568076,976.454285,8389.538086
474,7.209622,0.000995,0.713804,962.224854,8513.602539
475,6.928897,0.000995,0.381259,947.139648,8649.200195
476,7.025118,0.000995,0.483064,960.009705,8533.247070
477,6.985161,0.000995,0.441790,946.303406,8656.842773
478,7.009540,0.000995,0.483022,953.856873,8588.290039
479,7.197162,0.000995,0.705163,957.140564,8558.826172
480,6.840999,0.000995,0.429484,956.119507,8567.966797
481,6.897803,0.000995,0.386892,960.176636,8531.763672
482,6.850030,0.000995,0.379214,960.411011,8529.681641
483,6.984114,0.000995,0.524663,945.394409,8665.166992
484,6.802227,0.000995,0.366894,938.115784,8732.397461
485,6.621391,0.000995,0.337806,955.741699,8571.353516
486,6.948597,0.000995,0.516658,955.712341,8571.617188
487,6.934680,0.000995,0.515188,960.565125,8528.312500
